Index,arXiv ID,Keywords
136,2406.06121v1,"Hawking-Page, Entanglement phase transition, 2d CFT (Conformal Field Theories), Curved backgrounds, Thermodynamics, Conformal mapping, Holographic CFTs, Entanglement entropy, Mutual information, Gravity dual"
137,2406.06055v1,"Matrix model, Two-color QCD, Ultra-strong coupling, Variational methods, Yang-Mills coupling, Spectrum, Superselection sectors, Quantum phase transition, Baryon chemical potential, Ground state"
138,2406.06042v1,"Cartan monopoles, Chiral supersymmetric gauge theories, Hamiltonians, Scalar particle, Spinor particle, Dirac monopoles, Gauge fields, Cartan subalgebras, Complex representations, Lagrangian"
139,2406.05943v1,"Feynman integrals, Hierarchical constraints, Discontinuities, Dimensional regularization, Steinmann relations, Genealogical constraints, Singularities, Landau equations, Analytic structure, Loop order"
140,2406.05795v1,"Relativistic quantum fields, Spatial subregions, Feynman-Vernon influence functional formalism, Dynamics, Degrees of freedom, Boundary term, Stochastic equation of motion, Energy non-conserving, Non-local, Thermalization"
141,2406.05772v1,"Scrambling, Moving mirror models, Two-dimensional CFT, Boundary condition, Hawking radiation, Page curve, Out-of-time-ordered correlations (OTOCs), Chaos, Unitary dynamics, Higher-point functions"
142,2406.05725v2,"Spectral wall, Collisions, Abelian Higgs vortices, Critical coupling, Out-of-phase mode, Excited, Model"
143,2406.05706v1,"sphaleron, internal modes, oscillons, ϕ^6 model, deformations, collapse, squeezing, analytical understanding, decay, triggering"
144,2406.05593v1,"Embedding Space Approach, JT Gravity, Euclidean Jackiw-Teitelboim gravity, Gauge theory, Killing vectors, Conformal Killing vectors, Hyperboloid, Field strength, Metric tensors, Non-commutative space"
145,2406.05406v1,"Schottky Anomaly, Reissner-Nordström-de Sitter spacetime, Thermodynamic pressure, Black holes, Phase structure, Isovolumetric heat capacity, Boundary between black hole horizon and cosmological horizon, Schottky specific heat, Quantum properties, dS spacetime"
146,2406.05386v1,"Three-dimensional Einstein gravity, Asymptotic dynamics, Rindler boundary conditions, Flat spacetimes, AdS spacetimes, Angular quantization, Hamiltonian reduction, Wess-Zumino-Witten theory, Asymptotic symmetry group, Boundary action"
147,2406.05351v1,"Holographic superconductors, Type-II s-wave superconductor, 5-dimensional anisotropic rotating black hole, AC conductivity, Quasiparticle damping, High-temperature superconductor, Vortex lattice, Uniform magnetic field, LiFeAs superconductor, FeSe superconductor"
148,2406.05345v2,"Supercritical region, Holographic superfluid model, First-order phase transitions, Critical point, Thermodynamics, Linear dynamics, Nonlinear potential terms, Frenkel transition, Free energy, Charge density"
149,2406.05241v1,"Recursive method, Landau singularities, n-point scattering amplitudes, Unitarity, Kinematic space, Feynman diagrams, Analytic computation, Standard Model, Massive quarks, Electroweak particles"
150,2406.05176v1,"Quantum Extremal Modular Curvature, Modular Transport, Geometric Bulk, Boundary CFT, Modular Curvature, Riemann Curvature, JT Gravity, AdS Background, Quantum Extremal Surface, Horizon Physics"
151,2406.04974v1,"Holographic dilatons, Gapped field theories, Complex fixed points, Instabilities, Strongly coupled dynamics, First-order phase transitions, Critical point, Mass spectrum, Fluctuations, Scalar state"
152,2406.04789v1,"Schwinger model, Pair production, Hadronization , Quantum electrodynamics, Electric field, Coherent field, Gaussian fluctuations, Boltzmann factor, Hadronization temperature, Ultracold atoms"
153,2406.04622v1,"Soft theorems, Tree level gravitational amplitudes, Transmutation operators, Yang-Mills amplitudes, Factorizations, Universal soft factors, Transformation operators, Cheung, Shen and Wen, Higher orders, Universality"
154,2406.04561v1,"Effective field theory, Fusion of conformal defects, Codimension, Weyl invariance, Curved bulk manifolds, Spherical defects, Cusp anomalous dimensions, Anti-parallel lines limit, Spin-dependent asymptotics, Weyl anomalies"
155,2406.04539v2,"KLT kernel, Twistor space, Double copy relationship, Yang-Mills theory, General relativity, Colour-ordered gluon amplitudes, Graviton amplitude, Helicity-graded representations, Graph-theoretic methods, Biadjoint scalar theory"
156,2406.04411v1,"Surfaceology, Colored Yukawa Theory, Scattering amplitudes, Arkani-Hamed, Fermionic matter, All-loop, all-genus, all-multiplicity amplitude integrand, Curve integral formalism, Non-trivial numerators, Combinatorial object, Combinatorial determinants"
157,2406.04410v1,"Unitarity, Bespoke amplitudes, Partial wave unitarity, Type I superstring amplitude, Dual resonance, High-energy limits, Non-linear Regge trajectories, Asymptotically linear cases, Regge Sum Rules, Mass gap"
158,2406.04406v1,"Nicolai maps, Super Yang-Mills, Light-cone gauge, Supersymmetric Yang-Mills theory, Nonlocal interactions, Four-fermi interactions, Lagrangian, Gauge coupling, Chiral choice, N=4 theory"
159,2406.04397v1,"Static patch holography, Quantum gravity, De Sitter space, Quantum mechanical theory, Cosmological horizon, Einstein-Rosen bridge, Computational complexity, Schwarzschild-de Sitter geometry, Shockwave perturbation, Complexity=volume and complexity=action conjectures"
160,2406.04393v1,"Heterotic , Kähler Gravity, Deformations , Superpotential , Kodaira-Spencer gravity , Holomorphic Chern-Simons theory , Complex structure deformations , Background complex structure moduli space , Swampland distance conjecture , Symplectic cohomology theory"
161,2406.04396v1,"Hilbert space, two-sided black holes, AdS/CFT, tensor product, asymptotic boundaries, spacetime wormholes, holography, non-perturbative contributions, gravitational path integral, von Neumann algebras"
162,2406.04310v2,"Neural Networks, Metropolis-Hastings, Bayesian Estimation, Critical Exponent, Elliptic Black Hole Solution, Quantum Perturbation Theory, Gravitational Collapse, Self-similar Solutions, Choptuik Critical Exponent, Einstein-Axion-Dilaton System"
163,2406.04294v1,"Wilson Loops, Lagrangians, OPE (Operator Product Expansion), Conformal gauge theory, Correlation functions, Spinning operators, Perturbation theory, Super Yang-Mills theory, Anomalous dimension, Factorization properties"
164,2406.04247v1,"Spectral flow, Conformal block, Strings, AdS_3, SL(2,ℝ) WZW model, Conformal block expansion, Integral transform, Intermediate states, Three-point functions, Consistency check"
165,2406.04234v3,"Hidden zeros, Ultraviolet scaling, Arkani-Hamed, Scattering amplitudes, Vanishing, Tr(ϕ^3), Britto-Cachazo-Feng-Witten shifts, Yang-Mills theory, Color-kinematic duality, Unitarity"
166,2406.04186v1,"Difference equations, Integral families, Mellin space correlators, Anti-de Sitter space, Feynman loop integrals, Finite-difference relations, Summation-by-parts relations, Tree-level Witten diagrams, One-loop Witten diagrams, Four-point bubble level"
167,2406.04181v1,"Analog Hawking effect, Dielectric media, Hopfield model, Refractive index, Exact solutions, Fuchsian ordinary differential equations, Generalized hypergeometric functions, Connection formulas, Thermality, Hawking temperature"
168,2406.04125v1,"Particle creation, Classical stochastic method, Harmonic oscillator, Vacuum expectation values, Quantum theory, Langevin equations, Ensemble averaging, Energy, Quantum predictions, Evolution of state"
169,2406.04092v2,"General gravitational spacetimes, Generalized entanglement wedge, Quantum bit thread, Generalized entropy, Convex optimization techniques, Maximum flux, Nesting property, Monotonicity, Subadditivity, Entanglement island"
170,2406.04042v1,"Holographic stress tensor correlators, Riemann surfaces, Conformal field theories (CFTs), Anti-de Sitter/conformal field theory (AdS/CFT) correspondence, Schottky uniformization technique, Handlebody solutions, AdS_3/CFT_2 context, Cutoff AdS_3 spaces, TT̅-deformed theories, Deformation order"
171,2406.04017v1,"Self-resonance, Inflation, Curvature perturbations, Alpha-attractor models, Series expansion, Mukhanov-Sasaki equation, Hill equation, Floquet exponents, Primordial Black Holes, Oscillons"
172,2406.03974v1,"Higher-matter, Landau-Ginzburg theory, Higher-group symmetries, p-form symmetries, Higher-categorical symmetries, 2-group symmetries, Lagrangian formulation, Spontaneous symmetry breaking (SSB), 2-group gauge fields, Weak 3-groups"
173,2406.03838v1,"Tree-level scattering amplitudes, Mandelstam variables, Lorentz products, 2-split kinematics, String amplitudes, Cachazo-He-Yuan (CHY) formulas, Parke-Taylor factors, Correlators, Bi-adjoint ϕ^3, Soft theorems"
174,2406.03784v1,"Tree amplitudes, Scalar EFT, Double soft theorem, Adler zero, Non-linear sigma model (NLSM), Higher-derivative interactions, Double soft factor, Bi-adjoint scalars, Pion amplitudes, Universal expansions"
175,2406.03764v2,"Spin-2 operators, Holographic quantum mechanics, Spectrum, Unitarity bound, Holographic central charge, AdS2, S2, Type IIB theory, Background solution, Literature"
176,2406.03670v1,"Field theory, Superconducting branes, Ginzburg-Landau theory, P-brane, (p+1)-form gauge field, Meissner effect, Topological defects, Topological order, Homotopy group, Particle-Vortex duality"
177,2406.03550v1,"BPS complexes, Chern-Simons theories, G-structures, Yang-Mills theories, Gravitational instantons, Ten-dimensional supergravity, Courant algebroids, Supersymmetric solutions, Laplacians, Topological string theories"
178,2406.03543v1,"S-matrix Bootstrap, Superstring amplitude, Maximally supersymmetric Yang-Mills EFT, Massive states, Tree-level exchanges, Wilson coefficients, Veneziano amplitude, Linear Regge trajectories, String value, Pion model"
179,2406.03524v1,"𝒫𝒯-symmetric systems, Spread complexity, Spread entropy, 𝒫𝒯-unbroken phase, 𝒫𝒯-broken phase, Tight-binding chain, Non-Hermitian skin effect, Localization, Krylov basis, Inverse participation ratio"
180,2406.03467v1,"Topological defects, Symmetric-product orbifolds, S_N symmetry, Free theory, Four fermions, Holographically dual backgrounds, Tensionless closed strings, Spacetime defects, Conformal boundary, Closed-string vertex operators"
181,2406.03435v1,"Flux compactifications, Tadpole constraint, Complex structure moduli, Mass stabilization, Spacetime superpotential, Fermat point, Landau-Ginzburg model, Strong coupling, Minkowski vacua, Integral flux vectors"
182,2406.03220v1,"Holographic model, Translational symmetry breaking (TSB), Drag force, Graviton mass, AdS_5, Diffusion constant, Asymptotic, Chemical potential, Transverse diffusion coefficient, Heavy quark"
183,2406.03190v1,"Quantum gravity, Quantum field theories, Noncommutative quantum field theories, Lorentz symmetries, Unitarity, Scalar field, Euclidean space-time, Lorentzian space-time, Propagator, Spinfoam models"
184,2406.03153v1,"Calogero-Sutherland quantum fluids, Effective conformal field theory, Symmetry W-infinity x W-infinity, Free fermion formulation, Attractive interaction, Bogoliubov transformation, Bosonic ground state, W-infinity algebra, Low energy limit, Quantum regularization"
185,2406.03147v2,"Canonical second quantization, Quantum computer, Creation and destruction operators, Particle modes, Commutation relations, Anticommutation relations, Unitary evolution, Hamiltonian terms, Quantum states, Qubits"
186,2406.03083v1,"AdS/CFT correspondence, Holographic image, AdS black hole, Einstein ring, Temperature, Nonlinear Yang Mills charge, Chemical potential, Brightness curve, Photon sphere, Geometric optics"
187,2406.03034v1,"Tree amplitudes, Higher-derivative interactions, Yang-Mills (YM) , Gluons , F^3 and F^4 operators, Mass dimension, Universal expansions, Effective theories, Soft behaviors, Factorizations"
188,2406.02960v1,"Six-Derivative, Yang-Mills Couplings, Heterotic String Theory, Covariant, Gauge Invariant Basis, T-duality constraints, Circular reduction, Field redefinitions, Field strengths, Canonical form"
189,2406.02952v1,"Lagrangian formulation, perfect fluid equations, l-conformal Galilei symmetry, Clebsch-type parametrization, Euler fluid equations, Hamiltonian, invariant, group, transition, half-integer"
190,2406.02899v1,"Entanglement entropy, Holographic theory, Dilaton-gravity system, AdS spacetime, Linear dilaton spacetimes, Bulk curvature singularities, Confinement, Phase transition, Warped metrics, Radion effective action"
191,2406.02817v1,"Gauged Q-balls, Analytical calculation, Perturbations, Instability, Angular dependence, Parameters, Numerical calculation, Kinach et al., Prediction, Stability"
192,2406.02782v1,"KPZ scaling, Krylov space, Heisenberg time scale, Krylov complexity, Lanczos coefficients, Hilbert space, Euclidean time, Dynamical quantum phase transition (DQPT), Loschmidt echo, Double scaling limit"
193,2406.02698v2,"N = 4 SYM, Integrability, Quantum Spectral Curve (QSC), Strong coupling expansion, AdS_5×S^5, Numerical algorithm, 't Hooft coupling, Conformal dimension, sl(2) sector, Twist"
194,2406.02688v1,"Dark energy, Gravitational effective field theories, Holographic CFTs, Cosmological solutions, Scalar field evolution, Accelerated expansion, Observational study, Supernova data, Likelihood analysis, AdS extremum"
195,2406.02680v3,"Aharony-Bergman-Jafferis-Maldacena theory, 4-point correlators, 1D celestial circle, 3D symmetries, crossing symmetry, conformal block expansion coefficients, celestial CFT, spectrum, multi-OPE, non-local 2-particle operator"
196,2406.02676v2,"Discrete torsion, Non-invertible symmetries, 2d QFT's, H^2(G,U(1)), Finite groups, Fusion categories, Gauge actions, B-fields, Gaugeable algebras, Fiber functors"
